username,original_comment,comment,sentiment,label
marithayusanti2,Bpk Presiden JOKOWIDODO yg paling pintar dan cerdas,presiden jokowi pintar cerdas,2.6403,1
markonibionsa69,Semoga cepat terlaksana hidup Nusantaraku,semoga cepat tuntas hidup nusantaraku,2.187,1
marmata30,"aku dukung sih,,biar pembangunan merata,biar jakarta jadi pusat bisnis aja.",dukung sih biar pembangunan merata biar jakarta pusat bisnis,-2.792,0
marniati72,utang 😂😂😂,utang,-0.0327,0
marryscor2810,setuju karena jakarta dah terlalu berat bebanny,setuju jakarta udah berat bebanny,-1.9718,0
martabakindonesia,hanya persidan yg hebat yg bisa ngubah mimpi jadi kenyatann pak jokowi persiden terbaik di abad ini🥰,presiden hebat mengubah mimpi kenyataannya jokowi persiden terbaik abad,5.5272,1
martinlaluan,"se7, se7",se7 se7,-0.0327,0
marukochancha,"pak Jokowi semangat sehat terus, Indonesia sekarang jauh lebih baik dan dikenal banyak negara lain 🥰🥰🥰",jokowi semangat sehat indonesia dikenal pemerintah,5.8232,1
maryamselena_13,padahal udah seneng² kota rumah ak deket jakarta🗿,seneng² kota rumah ak jakarta,-0.2645,0
maryanto6969,Maaf ya pak...seandainya 37 provinsi di RI di kembangkan saja dengan Dana Anggaran IKN ? mungkin\nlebih maju provinsi2 di RI dan,maaf yah seandainya 37 provinsi indonesia perluas dana anggaran kota nusantara majukan provinsi-provinsi indonesia,-0.1093,0
mas.agus1_,JOKOWI PRESIDEN......Lanjooooooootkan !,jokowi presidenlanjooooooootkan,1.9115,1
mas.keraaan,"siap, iya dooong",iya,-0.7276,0
mas_gemoiy,"Saya setuju pak\nJakarta udah sumpek\nketika rombongan Bapak RI 1 lewat arah istana negara, saya selalu mikir kelancaran dan keselamatan Bapak looh,",setuju jakarta terbatas rombongan indonesia 1 arah istana pemerintah memikirkan kelancaran keselamatan looh,1.8412,1
mas_u_,urgensi nya apa sih mindah ke Kalimantan ?,urgensi nya mindah kalimantan,-0.6384,0
masagoy24,POV Pendemo : ehh jauh bener gw mau demo aja.. gajadi dahh,pov orang demo ehh demonstrasi gajadi dahh,-3.531,0
masbputra,buku sejarah makin tebal,buku sejarah tebal,-0.0327,0
masdavid750,"habis apa masih ada duit yg 11 ribu trilyun , klo masih ada minta dong 1 m aja",habis tersedia duit 11 ribu trilyun tersedia 1 m,-1.4242,0
masdiano03,"KITA SAKSI SEJARAH, INDONESIA MAJU",saksi sejarah indonesia majukan,0.6553,1
mashendrahendra84,sangat betul pak jokowi,jokowi,1.9115,1
mashermanclp,yesss,ya,-0.4328,0
masito172websites,hidup IKN semangat melangkah utk Indonesia maju 🥰🥰🥰,hidup kota nusantara semangat melangkah indonesia majukan,2.4366,1
masnock,jakarta jadi kota TUA SEMUA .,jakarta kota tua,-1.7119,0
masoedixdod,Utang gmn utang??,utang gimana utang,-0.2168,0
masrendy306,semudah tuh yah mindahin ibu kota 🙃,semudah tuh yah pindah kota,0.589,1
matchalattes46,kalo gw sih mendukung😂,mendukung,0.371,1
maujadispidermen_,woahh fixs konoha sih,woahh fixs konoha,-0.0327,0
maulasal2,matap setuju pak jokowi,matap setuju jokowi,2.2462,1
mavericks908,"JAKARTA SDH KENYANG, SAATX YG LAIN MERASAKAN....\nJAKARTA SDH TERLALU LAMA DI ZONA NYAMAN....",jakarta kenyang merasakan jakarta zona nyaman,-2.5245,0
maximusmalik2,mantap pa jokowi,mantap pa jokowi,5.3092,1
maybeimtheproblem33,Jakarta udah ga sebanjir jaman ahok dan macet jaman nya ahok gw orang betawi asli jadi paham,jakarta banjir jaman ahok macet jaman nya ahok orang betawi asli paham,-3.7417,0
maysaroh8167,ga mau tar Jakarta sepi..SMG tidak y allah,jakarta sepi semoga ya allah,2.109,1
maysya_syarah,yg dipermasalahkan bukan pindahnya tp biaya buat pindahnya itu apa gk pakek uang trus uangnya pakek uang nya siapa,dipermasalahkan pindahnya biaya pindahnya pakai uang uangnya pakai uang nya,-2.2901,0
maz_onic1,siap² hutan abis secara perlahan,siap² hutan habis perlahan,-1.6439,0
mazs_r,Bersama Membangun Negeri,membangun negeri,-0.0344,0
mbagusnazar,aku mau tanya ni. ada ibu koto nh yang saya bingung kan itu di mna bapak koto nya😁,nih tersedia koto nh bingung koto nya,-0.8043,0
mbahlancing1,klo ibukota dh pindah ke kalimantan indonesia jd negara Maju melebihi negara2 adidaya majuxa..tpi klo presidenxa penerus jokowi...,kota dh mengubah kalimantan indonesia pemerintah majukan melebihi negara2 adi daya majuxatpi presidennya penerus jokowi,0.5523,1
mbahlastri5,Sehat terus ya Bpk Jokowi. tetap semangat.,sehat yah jokowi semangat,5.3158,1
mbahslamet_nev,"mantap bravo pak de jokowi, bravo pak prabowo",mantap selamat jokowi selamat prabowo,6.3653,1
mblisanasgor,keren 🥰🥰🥰,keren,3.8776,1
mcgregor_1234,Projekmu mangkrak kabeh jok jok,projekmu mangkrak kabeh jok jok,-0.0327,0
mdaussastro,enak di Jawa aja kalo ibu kota Jawa barat atau Jawa tengah,enak jawa kota jawa barat jawa,-0.5521,0
meinarif,"smg pak Jokowi bisa jd presiden lg, shg bisa melanjutkan pembangunan di Indonesia yg benar2 sdh terbukti hslnya, bujan spt presiden2 yv dulu..",semoga jokowi presiden melanjutkan pembangunan indonesia benar-benar terbukti hasilnya bujan spt presiden-presiden yv,4.7182,1
meirabestari,Harapannya semoga IKN nanti bakal lebih maju dan lebih baik lagi,harapannya semoga kota nusantara majukan,0.7251,1
melihat_profilmu,Cara berfikir pak presiden sangat cerdas untuk pemerataan. keren bgt 🥰,berfikir presiden cerdas pemerataan keren banget,5.7227,1
melisatrisulis,JANGAAANNN😕 kasian paru2 dunia,jangaaannn kasian paru-paru dunia,-1.2301,0
melly_asmar,mantaaapp pakde.. harga diri bangsa,mantaaapp pakde harga bangsa,0.118,1
melonkopet,Demonya jauh ini😂😂😂 mahal ongkos demonya😂😂😂,demonya mahal ongkos demonya,-4.3946,0
melvinshander1,"Yg pndh kan cm pusat pemerintahan nya aj,klau pusat perekonomian nya msh di jkt,jd kek nya msh ttp ramean di jkt,sama kek new york dan washington DC😁",pindah pusat pemerintahan nya ajklau pusat perekonomian nya jktjd kayak nya ramean jktsama kayak new york washington dc,-2.5229,0
mergreen843,duitnya dr mana pak???? 😏,duitnya,-0.7276,0
mesinterbang,apa iyah😏,iyah,-0.7276,0
mfaisalanwr,Jadi yakin pa Jokowi harus 3 periode 🔥,pa jokowi 3 periode,2.6029,1
mhar1425,apakah bakalan nambah materi buku ips ama ppkn wkwkwk,materi buku ips ppkn,-0.7276,0
mhmmadyahya,semangat baru NKRI EMAS,semangat indonesia emas,2.6477,1
mhmmdaris_project,Jangan rusak hutan kalimantan🥺,rusak hutan kalimantan,-1.0153,0
miavfaawj,"blok juga sempet pergi ke ibu kota yg sekarang, apa lagi yg nnti ya, blok juga sempet pergi ke ibu kota yg sekarang, apa lagi yg nnti ya",blok sempet pergi kota yah blok sempet pergi kota yah,-5.0163,0
miaw_kd_kpop_01,alhamdullilah ya ALLAH😭😭gw tinggal di kalimantan seneng bangetttt😭😭😢❤💕,alhamdullilah yah allahgw tinggal kalimantan seneng bangetttt,-1.4259,0
miftaharrahman5,amiiin bpkku,amiiin bpkku,0.6587,1
mihrawatijunaid,ayo para netizen kita sama mendukug kembali bpk jokowi ke priode 3 demi masa depan bangsa kita .,ayo netizen mendukung jokowi periode 3 bangsa,1.9046,1
mikahelen30,"semoga lancar pemindahan ibu kota,dan bpk presiden sehat selalu...",semoga lancar pemindahan kota presiden sehat,8.4667,1
mikejhon4,"secepatny Pak pindah k Kalimantan jd ada pemerataan🥰, secepatny Pak pindah k Kalimantan jd ada pemerataan🥰",secepatny mengubah kalimantan tersedia pemerataan secepatny mengubah kalimantan tersedia pemerataan,-0.0362,0
mileka2019,biar Mega proyek tidak pindah tangan😁,biar mega proyek mengubah tangan,-1.1348,0
milksunshine_,jangannnn pindaahhhhh nnti konser2 kpop jauh😭😭😭,jangannnn pindaahhhhh konser2 korean pop,-0.0327,0
milnapadli,"semoga aja pas ibu kota pindah kaltim tetap banyak pohon nya, supaya terhindar dari banjir dan tanah longsor",semoga pas kota mengubah kalimantan timur pohon nya terhindar banjir tanah longsor,0.9898,1
minami_azalea,"wihh uda mau mulai aja nihh, semoga lancar dehh pasti bagus banget tuh nantinya 😊",wihh nihh semoga lancar dehh bagus banget tuh,6.3492,1
mindtv.id,keren,keren,3.8776,1
minggus275,"Palangka Raya tetap jadi Ibukota yg maju dan berkembang pesat, walau bukan jadi IKN.",palangka raya kota majukan berkembang pesat kota nusantara,-1.2045,0
mio_trabazzzzz,sepaku nih,sepaku nih,0.4962,1
mipa264,"Jokowi presiden terbaik utk nkri ini, Jokowi presiden terbaik utk nkri ini",jokowi presiden terbaik indonesia jokowi presiden terbaik indonesia,5.6814,1
mira_.fishing3,GK kebayang susah nya cari kerja nnti,kebayang susah nya cari kerja,-2.0803,0
mirajspark,@without you engkok nct lek konser mbengok e NUSANTARA MAKE SOME NOISEE,engkok nct lek konser mbengok e Indonesia make some noisee,-0.0344,0
mirasaleh01,mantapppp ..ibukota baru numpuk hutang baru...😁😁😁,mantap kota numpuk hutang,1.9787,1
misnantonanto30,aku gak butuh ikn pak aku butuh pupuk pak rasah muluk2 pupuk pak sederhana kan.,butuh kota nusantara butuh pupuk rasah muluk-muluk pupuk sederhana,-2.5688,0
miss.kinn_,"setuju2 aja sih,cuman waktu nya aja agak kurang tepat gtu klo sekarang,masih pandemi trus ekonomi blm stabil,d tambah krisis dunia akhir2 ini.",setuju2 sih nya pandemi ekonomi stabil krisis dunia akhir-akhir,-3.0823,0
miss.scorpionn_,Gak sanggup kehilangan pak de😭 semoga pemimpin2 selanjutnya sepaham seperti pak de. Biar indonesia lebih majuuu,sanggup kehilangan semoga pemimpin2 sepaham biar indonesia majuuu,-2.1449,0
misyaaja1,eeem ...nga percaya tuh,eeem percaya tuh,0.2532,1
mitha425,presiden terbaik sepanjang sejarah 🥰🥰🥰🥰,presiden terbaik sejarah,0.8818,1
mitzukiyoura,gw ngedukung,ngedukung,-0.7276,0
mmytika130169,Amin semoga negara indonesia makin maju dan sukses meraih cita2 kesulsesan bangsa negara indonesia dan masyarajatnya.Amin2x,Amin semoga pemerintah indonesia majukan sukses meraih cita-cita kesuksesan bangsa pemerintah indonesia masyarajatnyaamin2x,6.8196,1
mochmiftahfauzi,Halah,halah,-0.0327,0
moh.jerri,yg saya takuti kalok pindah ke kalimantan pasti banyak yg pindah dan pasti banyak hutan yg ditebangi akhirnya menjadi pemanasan dan hwn kehilangan rmh,takuti mengubah kalimantan mengubah hutan ditebangi pemanasan hwn kehilangan rumah,-3.2636,0
mohamadbasir_psikolog,Ooh Kalimantan Ku.... 🥺🥺🥺🥺,ooh kalimantan,-0.0327,0
mohamadramdan46,"biayanya bos triliunan, daripada bikin ibukota baru mending uangnya memperbaiki suluruh ekonomi di Indonesia bos",biayanya bos triliunan kota uangnya memperbaiki ekonomi indonesia bos,-5.5742,0
mohedel069,semoga cepat terealisasi.. good job Mr Presiden 👍👍👍👍,semoga cepat terealisasi pekerjaan mr presiden,3.0641,1
mohiza7,turunkan BBM..hanyA rakyat yang dapat bantuan yg sejahtera 🇮🇩,turunkan bbm rakyat bantuan sejahtera,-1.7136,0
mokal4t3,transparansi draft nya juga dongs🗿,transparansi draft nya dongs,-0.6384,0
mommylira07,Jakarta dah bagus Pak..,jakarta udah bagus,-0.2147,0
momscyintia24_,"l love you pak jokowi. engkau presiden yg keren. pemimpin yg trbaik, dn mmpu membuat Indonesia maju",cinta jokowi engkau presiden keren pemimpin terbaik indonesia majukan,9.7235,1
monaaax,katanya ekonomi meroket,ekonomi meroket,-1.1331,0
monkey_clap,amin,Amin,1.3519,1
monkeychan892,Semangat terus dan maju terus pak presidenku utk kemajuan Indonesia maju,semangat majukan presidenku kemajuan indonesia majukan,6.02,1
moominnyarjn,keputusan yang berat pasti punya alasan yang kuat semangat pak Jokowi🔥🔥,keputusan berat alasan kuat semangat jokowi,2.2903,1
morgan19734,"mangkrak pastinya,pembangunan krn ambisi,",mangkrak pastinya pembangunan ambisi,0.657,1
mosic_com,kenapa gk tingga ke kalteng,tingga kalimantan,-0.0327,0
moveon.now,IKN bukan utk org2 yg kayak elu.,kota nusantara orang orang,-2.7475,0
moyikudz,mangkin jauh cuy,mangkin,-0.0327,0
mpa_awa,"Indonesia maju dan akan terus maju , aaamiin trms pkde🥰",indonesia majukan majukan amin terima kasih pkde,6.4339,1
mputlagi,waduuuu tugas skolah nambah lgi,waduuuu tugas skolah,-0.0327,0
mr.07ok,karepmu la,karepmu pindah,1.575,1
mr.cars78,keren...😁😁,keren,3.8776,1
mr.diablone,saya bangga dengan pak Jokowi,bangga jokowi,3.3567,1
mriskys1994,BELUM JADI SUDAH MAU DI JUAL,jual,-1.1331,0
mrislami.mengikuti,pindah ke Palembang Bae pak🗿,mengubah palembang,-0.0344,0
mrstm94,Berarti gw tahun depan udah ga aja di anak ibukota donk 😅,anak kota,-0.8393,0
msaptowibowo,Indonesia menurut saya terlalu sedikit punya kota metropolitan\ndgn pindah nya ibukota akan menambah kota metropolitan\n#setuju,indonesia kota metropolitan mengubah nya kota menambah kota metropolitan setuju,-2.3916,0
msnssjkdndnjghjvv,lanjuttt pak Jokowi semangattt,lanjuttt jokowi semangat,4.3076,1
muangshai,"semoga Jabodetabek mjd propinsi Green Economi Megapolitan (Kota megapolitan pusat ekonomi nasional yg ramah lingkunga) setelah IKN pindah kalimatan., IKN di Kalimatan sangat strategis dlm kegiatan ekonomi go internasional&plaksana AFTA disertai jln tol&rel Kereta Api lintas Negara&propinsi🙏, betul.semoga dibangun jln tol&rel double track lintas negara&propinsi utk mbantu pbangunan IKN&Daerah Kalimantan.Aaamiin.YRA, gak ada masalah pembangunan IKN di Kaltim.tambah bagus.apalg pbangunan IKN bertahap.",semoga jabodetabek provinsi green ekonomi megapolitan kota megapolitan pusat ekonomi nasional ramah lingkungan kota nusantara mengubah kalimatan kota nusantara kalimatan strategis kegiatan ekonomi pergi internasional pelaksana afta disertai jalan tol rel kereta api lintas negara provinsi semoga dibangun jalan tol rel double track lintas negara provinsi membantu pembangunan ikn daerah kalimantan amin tersedia pembangunan kota nusantara kalimantan timur bagus pembangunan kota nusantara bertahap,-3.0919,0
mufidtv,emang ahlinya kalau pak jok masalah OMKOS,ahlinya jok omkos,-0.0327,0
muggle.zzz,Biar makin rajin nabung trs suatu saat bisa jalan2 ke ibukota baruuu🙌🏻,biar rajin nabung jalan2 kota,-1.4242,0
muh.saidinnamaulana,"sabang sampai maroeke disebut nusatantara dan kerajinan,keterampilan,kesenian,keindahan alam indonesia daerah udah saya kenalkan sampai manca negara",sabang maroeke nusatantara kerajinan keterampilan kesenian keindahan alam indonesia wilayah kenalkan mancanegara pemerintah,-0.0447,0
muhamadrido691,"karna elu tinggal di jakarta deck², di kalimantan rendah resiko gempa",tinggal jakarta adik kalimantan rendah resiko gempa,-1.4276,0
muhamadtaufix,istimewa,istimewa,0.6587,1
muhammad60001,Pindah profesi jadi saleh.,mengubah profesi saleh,0.657,1
muhammad_aditia10,selagi ga di korupsi ya selesai lah😏,selagi korupsi yah selesai,-3.2176,0
muhammad_fahran_almahdi,"bro kemaren gua main di metaverse, IKN lahan nya uda di penjual belikan wkwk, tapi ga terlalu rame pengunjung, ga sampe 50 orang",saudara kemarin main metaverse kota nusantara lahan nya penjual belikan wkwk ramai pengunjung 50 orang,-6.6267,0
muhammad_muchtar_,ibukota indo pindah dari jakarta karena penduduk padat? ya kalo pindah ke kalimantan ya penduduk jakarta pasti pindah juga lah ke kalimantan sama aja,kota indonesia mengubah jakarta penduduk padat yah mengubah kalimantan yah penduduk jakarta mengubah kalimantan,-4.6177,0
muhammad_yusuf67,ngutang membangun 👍👍👍👍dri pada ngutang tidak membangun😇😇😁😁,berhutang membangun berhutang membangun,-0.0362,0
muhammadhafidz1982,optimis🥰🥰🥰,optimis,-0.0327,0
muhammadherisiahaan,lanjut 3 priode pak Jokowi..sehat selalu y pak,3 periode jokowi sehat ya,3.9076,1
muhammadnur8514,angan angan setinggi langit,angan angan langit,-0.0327,0
muhammadreski194,setuju banget terserah pak de pasti terbaik,setuju banget terserah terbaik,0.0303,1
muhammadriski_16,go go go Indonesia,pergi pergi pergi indonesia,-3.3354,0
muhammadyaqubilha,yey gua bisa ke ibu kota indo😁😁😁😁,hore kota indonesia,0.6553,1
muharram.ra,"terserah deh, mumpung masih berkuasa.., terserah deh, mumpung masih berkuasa..",terserah deh mumpung berkuasa terserah deh mumpung berkuasa,-2.5107,0
muhfarubi,nah itu ibu kota dipindahkan tujuannya supaya pemerataan biayar ekonomi tidak di Jawa saja,kota dipindahkan tujuannya pemerataan biaya ekonomi jawa,-0.9875,0
muhhaidir456,berapa juta pohon nanti yang dibabat 😳😳,juta pohon dibabat,0.6587,1
muhidinbinmusri,gpp biar merata jadi kota\ntapi ntar bisa pindah lagi ko kalo prezidennya ganti 2024,biar merata kota sebentar mengubah ko presidennya ganti 2024,-1.703,0
muhnasir142,"lanjut pak , secepat nya",secepat nya,-0.8914,0
mujiyanti852,pengin pak Dhe 3 periode,dhe 3 periode,-0.0327,0
mukitopribadicakkacong,🥰🥰🥰 MANTAP PAK JOKOWI IS THE BEST,mantap jokowi is the terbaik,4.6178,1
mulkan121qq,"terlalu memaksakan kalau pindah di masa sekarang, pademic belum kelar juga, crazy rich, sampai Minyak solar dan minyak makan. mau tambah 3 periode",memaksakan mengubah pademic selesai crazy rich minyak solar minyak makan 3 periode,-1.0047,0
mulyadi9613,Lanjuuut pak jokowi... by GBU ..👍👍👍,jokowi by gbu,2.6029,1
mulyadijaya82,makin meroket hutangnya,meroket hutangnya,-0.0327,0
mulyani2027,ktny taun 2023 dunia akan gelap kt Bpk..gmn si gk ngerti sy,kataanya 2023 dunia gelap sih mengerti,-1.7818,0
munawirfahrie,"orang kalimantan wajib mendukung capres yg mau melanjutkan IKN Nusantara untuk pemerataan pembangunan & keadilan, juga kebaikan semua🥰",orang kalimantan wajib mendukung capres melanjutkan kota nusantara Indonesia pemerataan pembangunan keadilan kebaikan,-2.0321,0
muntalibmuntalib,smoga pekerjaan nya lancar Aamiin,semoga pekerjaan nya lancar amiin,5.2435,1
muntiani0586,3 periode nggih pak ku jokowi hebat,3 periode ya jokowi hebat,3.9946,1
mura.talia,wiii gasabar menunggu bener2 rampung,wiii gasabar menunggu benar-benar rampung,0.4356,1
murayyati65,mantappp ...,mantap,2.6736,1
musfik2605,"masih banyak yg nganggur pak , kira2 kapan bisa membangun lapangan pekerjaan",menganggur membangun lapangan pekerjaan,1.5716,1
musik__punk,"negara pantas disebut negara maju dan negara berkembang, tpi kalok rakyat nya udah merasakan keadilan 🗿",pemerintah pemerintah majukan pemerintah berkembang rakyat nya merasakan keadilan,-3.4875,0
muslihaulia,makmur indonesiaku...jaya indonesiaku...jokowi idolaku...5 priode aku setuju..🙏,makmur indonesiaku jaya indonesiakujokowi idola periode setuju,-0.3963,0
muslim8266,"ini pemimpin negara apa manager marketing,,,, 😆😆😆😆😆",pemimpin pemerintah manager marketing,-0.4416,0
musrianimuslim,smoga sehat2 slallu pak jokowi.,semoga sehat-sehat slallu jokowi,6.2338,1
musta8,"presiden jokowi sangat bagus, lalu siapa nanti yang akan menggantikan jokowi?",presiden jokowi bagus menggantikan jokowi,5.2004,1
mustafaahmad8127,"Asalkan jangan dari hutang membangun IKN, jika dari hutang membangun IKN maka anda Jokowi dan menterinya yang Bayar hutang pembangunan IKN, Hutang membangun IKN jangan dibebankan ke rakyat dengan menaikkan semua harga kebutuhan pokok dan pajak",hutang membangun kota nusantara hutang membangun kota nusantara jokowi menterinya bayar hutang pembangunan kota nusantara hutang membangun kota nusantara dibebankan rakyat menaikkan harga kebutuhan pokok pajak,-6.2788,0
muzakar72,Pola pikir yang baru bahwa Indonesia bukan hanya tentang Pulau Jawa.,pola pikir indonesia pulau jawa,-1.0187,0
my_opinion99,"saya setuju pindah ibukota,tapi kalau jumlh penduduk dibatasi cmn 1jt pendduk ajh gw gak setuju, tetep ajh Jawa masih padat2 ajh",setuju mengubah kota jumlh penduduk dibatasi cuman 1jt penduduk aja setuju tetep aja jawa padat-padat aja,-4.5957,0
mybabymichiko,semoga pak Jokowi JD presiden selamanya.,semoga jokowi presiden,4.7522,1
mymia072,"bakal jadi sejarah, dan makin tebal buku pkn😂",sejarah tebal buku pendidikan kewarganegaraan,-0.7276,0
mzomarst,dah lah,udah,-0.5114,0
n4ddvv,"@Lwrntzy. @𝐭𝐢𝐜𝐤𝐥𝐞𝐬𝐡𝐨𝐨𝐩༊ nanti kalo ada konser kpop nontonnya disana ?😭, anjir makin jauh",tersedia konser korean pop nontonnya anjir,-1.1331,0
naaaaaa_555,gw orang Jawa kok disini gk ada bencana tu kok bingung,orang jawa tersedia bencana bingung,-2.4341,0
nabilpst86,kapan pindahnya bang,pindahnya bang,2.6719,1
nadrhaha_,"bellooooommmm siiaaapppp, bellooooommmm siiaaapppp",bellooooommmm siiaaapppp bellooooommmm siiaaapppp,-0.0327,0
nafangopas.7,demo ayo gayss,demonstrasi ayo gayss,-0.5941,0
nafeyazidalamudi,"kok mikir pemindahan ibu kota harusx utangx dipikirkn dulu, kok mikir pemindahan ibu kota harusx utangx dipikirkn dulu",memikirkan pemindahan kota hutang dipikirkn memikirkan pemindahan kota hutang dipikirkn,-0.1721,0
najaeli__,"semoga nanti kalo konser tetap di jakarta, walaupun emang ga bisa nonton 😭",semoga konser jakarta nonton,1.6243,1
nala43782,takut banget kalimantan sekarang yang hijau nanti berubah jdi gedung gedung..,takut banget kalimantan hijau berubah gedung gedung,-0.3061,0
nama.gilang.saja,saya mendukung ibu kota pindah biar Jakarta gak banyak polusi,mendukung kota mengubah biar jakarta polusi,-2.1207,0
namaku_fian_,soalnya mau tenggelem,tenggelem,-0.0327,0
namalo86,kitatungguendingngnyaapamangkrak😳,kitatungguendingngnyaapamangkrak,-0.0327,0
namawafi,alah banyak yg lebih penting dr pada ikb mnyk mahal tp susahapalagi pupuk,alah ikb minyak mahal susah pupuk,-3.1154,0
name.ranxyx,ya sama aja nanti klo di bangun gedung gedung dan pepohonan di tebang tebangin kan banjir juga,yah bangun gedung gedung pepohonan tebang tebangin banjir,-1.4259,0
nan40581,kok kYak promosi apa gitu😃,kayak promosi gitu,-0.9059,0
nan_tunnga,dan utang pun makin maju\n😂😂😂😂😂😂😂,utang majukan,0.8818,1
nanda_putra1243,VISI MISI DAN AGENDA BESAR NEGARA KU UNTUK LEBIH MAJU.. SEMANGAT PAK DHE,visi misi agenda pemerintah majukan semangat dhe,1.8883,1
nandikagemers,jadi nanti nusantara akan menjadi ibukota Indonesia yang ke 3,Indonesia kota indonesia 3,-0.731,0
nangpadma_,smga p Jokowi sllu di lindungi oleh TYME 🙏,smga jokowi lindungi tim,3.8557,1
nanikwidayati0,Selamat Datang Masa Depan Indonesia Baru ....tetap bersama Pak Jokowi Indonesia Maju 👍👍👍💪💪💪😇🙏🙏,selamat indonesia jokowi indonesia majukan,3.6964,1
nannn035,Semakin luas semakin banyak hutan yg di tebang di sana,luas hutan tebang,-0.0362,0
nartoito,ibu kota baru tanpa demo,kota demonstrasi,-0.7276,0
nasehatwaktu,"saya mendukung ikn, saatnya pembangunan luar jawa",mendukung kota nusantara pembangunan jawa,-0.3273,0
nasrulhidayat907,hadeeee bakal banyak penduduk di sini dan polisi ini 😌,hadeeee penduduk polisi,1.0625,1
nastiar483,"jngn sampe jadi, jangan smape paru paru dunia rusak",paru paru dunia rusak,-1.1123,0
natradartan,habis sudah itu hutan,habis hutan,-1.6439,0
naufal_ya03,yg nolak tau apa? ibu kota di pindahin karna padat nya penduduk di pulau Jawa maka nya di pindahin,menolak kota pindahkan padat nya penduduk pulau jawa nya pindahkan,-0.2344,0
naysilaverdar,aku ke Jakarta aja belum ini ke kalimantan,jakarta kalimantan,-0.7276,0
nazarnstt,pak jokowi mimpin lagi lah nuntaskan IKN dulu ... 🥺,jokowi mimpin menuntaskan kota nusantara,1.908,1
nazwamaharani580,"eh jngn dong, kalimantan setau gw habitat hewan langka😭😭",eh kalimantan setau habitat hewan langka,-3.0556,0
nb.seban,"kereta jak bandung aja bingung dananya, gmn ya, jelasin dong",kereta jak bandung bingung dananya gimana yah,-2.9945,0
ncylibra,konser di jkt aja blm bisa nntn apalagi klo pindah klimantan :,konser jakarta nntn mengubah klimantan,-0.0379,0
ndraade1,insya Allah nggak jadi pak jokowi,insya allah jokowi,3.5079,1
ndree2003,akhirnya sbntar lagi cita cita ku ke ibu kota tercapai,sbntar cita cita kota tercapai,-0.7276,0
necco123456,20/50 thn gk cukup keknya buat ngebangun nusantara jadi kek betul ibu gitu,2050 keknya ngebangun Indonesia kayak gitu,-1.4971,0
nejochanludhiz,love love love pemimpin ku sehat selalu,cinta cinta cinta pemimpin sehat,5.9401,1
neltjeruntu,God bless pak Jokowi,god bless jokowi,3.6998,1
nelton8537,Indonesia Maju👌,indonesia majukan,0.8801,1
nenengromlahjohar,ya aloh ya aloh ya aloh ekonomi sy sulit pak ga pnya laki single parent...puciiing cr cuan buat biaya kuliah anak...sy mh ttp jakarta aj deh,yah aloh yah aloh yah aloh ekonomi sulit pnya laki single parentpuciiing cari uang biaya kuliah anak jakarta aja deh,-11.5406,0
neng_skb,kirain presiden\nternyata Sales produk 😂😂,presiden sales produk,0.187,1
netizennvhfghgchbvbj,"saya pikir negara maju itu terlihat dr teknologi yg di miliki, ekonomi yg kuat, pendidikan merata jg maju, kesehatan terjamin",pikir pemerintah majukan teknologi miliki ekonomi kuat pendidikan merata majukan kesehatan terjamin,-0.5379,0
netzplus62,mangkrak.. kalau gak ada investor 😂😂😂,mangkrak tersedia investor,-0.0327,0
nezha_ra01,tolong pak kesejahteraan rakyat perlu di pikirkan lgi terutama lapangan pekerjaan agar tercipta rakyat yg makmur.,tolong kesejahteraan rakyat pikirkan lapangan pekerjaan tercipta rakyat makmur,-0.397,0
nf_fikriyah,maju terus pk,majukan,0.8818,1
ngaji_sgtenanan,senoga di lancarkan dalam proyek ini,semoga lancarkan proyek,4.2431,1
ngurahdenis,ngejalaninnya susah bang😔,menjalankannya susah bang,0.9554,1
niangagung,itu dengerin itu sejak dulu itu di rencanakan tapi blm ada yg bisa,dengarkan rencanakan tersedia,0.1479,1
niasagita1612,mending uangnya buat bayar utang aja dr pd hutang semakin banyak,uangnya bayar utang hutang,-3.6868,0
nickykamunanyak102u11,yes beruntung banget gw tinggal Kalimatan Timur salam tenggarong,yes beruntung banget tinggal kalimatan timur salam tenggarong,4.2939,1
nieng_wazai,jgnkan ibu kota.... mobil esemka saja goib...,kota mobil esemka goib,-1.4225,0
nikeaio,bapak kota di taruh mana,kota taruh,-1.8279,0
nikmatussaadah3068,"semoga berhasil dan jadi kenyataan, aamiin",semoga berhasil kenyataan amiin,2.9224,1
niknik0648,setujuuuu,setuju,0.302,1
nilaaaaaee8,semoga dengan pindah nya di Kalimantan jalan jalan kmi bisa di perbaiki juga 😂,semoga mengubah nya kalimantan jalan jalan perbaiki,2.0936,1
nilaafriani78,saya tim yg mendukung 🥰 malah pengen nya dipindah ke Papua 😂😂 khususnya DPR MPR 🤣🤣🤣,tim mendukung nya dipindah papua dpr mpr,0.9659,1
nin_qiaa,"setelah esemka ,msh percaya?",esemka percaya,0.2532,1
ningceupishesha,mau kesana ah buat Selfi Selfi kayaknya keren he he maju bangsa Indonesia,kesana ah selfi selfi kayaknya keren he he majukan bangsa indonesia,5.1037,1
ningluna68,dukung jokowi,dukung jokowi,2.3152,1
ninikmardiani280,Mantap president jokowi....semangat bpk...!,mantap presiden jokowisemangat,3.5882,1
